id,session_id,message,created_at
1327,10497,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-15 11:35:00+00
1328,10497,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-15 12:36:00+00
1329,10498,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-16 10:36:00+00
1330,10498,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-16 11:37:00+00
1331,10498,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-16 12:38:00+00
1332,10499,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-17 10:38:00+00
1333,10499,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-17 11:39:00+00
1334,10500,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-18 10:40:00+00
1335,10500,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-18 11:41:00+00
1336,10500,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-18 12:42:00+00
1337,10501,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-19 10:42:00+00
1338,10501,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-19 11:43:00+00
1339,10501,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-19 12:44:00+00
1340,10502,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-20 10:44:00+00
1341,10502,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-20 11:45:00+00
1342,10503,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-21 10:46:00+00
1343,10503,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-21 11:47:00+00
1344,10503,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-21 12:48:00+00
1345,10504,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-01 10:48:00+00
1346,10504,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-01 11:49:00+00
1347,10504,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-01 12:50:00+00
1348,10505,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-02 10:50:00+00
1349,10505,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-02 11:51:00+00
1350,10506,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-03 10:52:00+00
1351,10506,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-03 11:53:00+00
1352,10506,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-03 12:54:00+00
1353,10507,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-04 10:54:00+00
1354,10507,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-04 11:55:00+00
1355,10507,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-04 12:56:00+00
1356,10508,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-05 10:56:00+00
1357,10508,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-05 11:57:00+00
1358,10509,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-06 10:58:00+00
1359,10509,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-06 11:59:00+00
1360,10509,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-06 12:00:00+00
1361,10510,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-07 10:00:00+00
1362,10510,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-07 11:01:00+00
1363,10510,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-07 12:02:00+00
1364,10511,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-08 10:02:00+00
1365,10511,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-08 11:03:00+00
1366,10512,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-09 10:04:00+00
1367,10512,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-09 11:05:00+00
1368,10512,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-09 12:06:00+00
1369,10513,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-10 10:06:00+00
1370,10513,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-10 11:07:00+00
1371,10513,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-10 12:08:00+00
1372,10514,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-11 10:08:00+00
1373,10514,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-11 11:09:00+00
1374,10515,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-12 10:10:00+00
1375,10515,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-12 11:11:00+00
1376,10515,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-12 12:12:00+00
1377,10516,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-13 10:12:00+00
1378,10516,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-13 11:13:00+00
1379,10516,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-13 12:14:00+00
1380,10517,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-14 10:14:00+00
1381,10517,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-14 11:15:00+00
1382,10518,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-15 10:16:00+00
1383,10518,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-15 11:17:00+00
1384,10518,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-15 12:18:00+00
1385,10519,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-16 10:18:00+00
1386,10519,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-16 11:19:00+00
1387,10519,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-16 12:20:00+00
1388,10520,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-17 10:20:00+00
1389,10520,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-17 11:21:00+00
1390,10521,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-18 10:22:00+00
1391,10521,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-18 11:23:00+00
1392,10521,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-18 12:24:00+00
1393,10522,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-19 10:24:00+00
1394,10522,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-19 11:25:00+00
1395,10522,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-19 12:26:00+00
1396,10523,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-20 10:26:00+00
1397,10523,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-20 11:27:00+00
1398,10524,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-21 10:28:00+00
1399,10524,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-21 11:29:00+00
1400,10524,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-21 12:30:00+00
1401,10525,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-01 10:30:00+00
1402,10525,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-01 11:31:00+00
1403,10525,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-01 12:32:00+00
1404,10526,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-02 10:32:00+00
1405,10526,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-02 11:33:00+00
1406,10527,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-03 10:34:00+00
1407,10527,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-03 11:35:00+00
1408,10527,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-03 12:36:00+00
1409,10528,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-04 10:36:00+00
1410,10528,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-04 11:37:00+00
1411,10528,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-04 12:38:00+00
1412,10529,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-05 10:38:00+00
1413,10529,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-05 11:39:00+00
1414,10530,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-06 10:40:00+00
1415,10530,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-06 11:41:00+00
1416,10530,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-06 12:42:00+00
1417,10531,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-07 10:42:00+00
1418,10531,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-07 11:43:00+00
1419,10531,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-07 12:44:00+00
1420,10532,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-08 10:44:00+00
1421,10532,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-08 11:45:00+00
1422,10533,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-09 10:46:00+00
1423,10533,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-09 11:47:00+00
1424,10533,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-09 12:48:00+00
1425,10534,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-10 10:48:00+00
1426,10534,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-10 11:49:00+00
1427,10534,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-10 12:50:00+00
1428,10535,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-11 10:50:00+00
1429,10535,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-11 11:51:00+00
1430,10536,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-12 10:52:00+00
1431,10536,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-12 11:53:00+00
1432,10536,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-12 12:54:00+00
1433,10537,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-13 10:54:00+00
1434,10537,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-13 11:55:00+00
1435,10537,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-13 12:56:00+00
1436,10538,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-14 10:56:00+00
1437,10538,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-14 11:57:00+00
1438,10539,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-15 10:58:00+00
1439,10539,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-15 11:59:00+00
1440,10539,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-15 12:00:00+00
1441,10540,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-16 10:00:00+00
1442,10540,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-16 11:01:00+00
1443,10540,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-16 12:02:00+00
1444,10541,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-17 10:02:00+00
1445,10541,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-17 11:03:00+00
1446,10542,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-18 10:04:00+00
1447,10542,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-18 11:05:00+00
1448,10542,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-18 12:06:00+00
1449,10543,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-19 10:06:00+00
1450,10543,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-19 11:07:00+00
1451,10543,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-19 12:08:00+00
1452,10544,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-20 10:08:00+00
1453,10544,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-20 11:09:00+00
1454,10545,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-21 10:10:00+00
1455,10545,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-21 11:11:00+00
1456,10545,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-21 12:12:00+00
1457,10546,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-01 10:12:00+00
1458,10546,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-01 11:13:00+00
1459,10546,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-01 12:14:00+00
1460,10547,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-02 10:14:00+00
1461,10547,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-02 11:15:00+00
1462,10548,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-03 10:16:00+00
1463,10548,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-03 11:17:00+00
1464,10548,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-03 12:18:00+00
1465,10549,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-04 10:18:00+00
1466,10549,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-04 11:19:00+00
1467,10549,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-04 12:20:00+00
1468,10550,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-05 10:20:00+00
1469,10550,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-05 11:21:00+00
1470,10551,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-06 10:22:00+00
1471,10551,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-06 11:23:00+00
1472,10551,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-06 12:24:00+00
1473,10552,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-07 10:24:00+00
1474,10552,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-07 11:25:00+00
1475,10552,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-07 12:26:00+00
1476,10553,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-08 10:26:00+00
1477,10553,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-08 11:27:00+00
1478,10554,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-09 10:28:00+00
1479,10554,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-09 11:29:00+00
1480,10554,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-09 12:30:00+00
1481,10555,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-10 10:30:00+00
1482,10555,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-10 11:31:00+00
1483,10555,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-10 12:32:00+00
1484,10556,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-11 10:32:00+00
1485,10556,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-11 11:33:00+00
1486,10557,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-12 10:34:00+00
1487,10557,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-12 11:35:00+00
1488,10557,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-12 12:36:00+00
1489,10558,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-13 10:36:00+00
1490,10558,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-13 11:37:00+00
1491,10558,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-13 12:38:00+00
1492,10559,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-14 10:38:00+00
1493,10559,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-14 11:39:00+00
1494,10560,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-15 10:40:00+00
1495,10560,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-15 11:41:00+00
1496,10560,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-15 12:42:00+00
1497,10561,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-16 10:42:00+00
1498,10561,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-16 11:43:00+00
1499,10561,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-16 12:44:00+00
1500,10562,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-17 10:44:00+00
1501,10562,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-17 11:45:00+00
1502,10563,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-18 10:46:00+00
1503,10563,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-18 11:47:00+00
1504,10563,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-18 12:48:00+00
1505,10564,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-19 10:48:00+00
1506,10564,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-19 11:49:00+00
1507,10564,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-19 12:50:00+00
1508,10565,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-20 10:50:00+00
1509,10565,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-20 11:51:00+00
1510,10566,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-21 10:52:00+00
1511,10566,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-21 11:53:00+00
1512,10566,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-21 12:54:00+00
1513,10567,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-01 10:54:00+00
1514,10567,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-01 11:55:00+00
1515,10567,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-01 12:56:00+00
1516,10568,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-02 10:56:00+00
1517,10568,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-02 11:57:00+00
1518,10569,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-03 10:58:00+00
1519,10569,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-03 11:59:00+00
1520,10569,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-03 12:00:00+00
1521,10570,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-04 10:00:00+00
1522,10570,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-04 11:01:00+00
1523,10570,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-04 12:02:00+00
1524,10571,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-05 10:02:00+00
1525,10571,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-05 11:03:00+00
1526,10572,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-06 10:04:00+00
1527,10572,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-06 11:05:00+00
1528,10572,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-06 12:06:00+00
1529,10573,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-07 10:06:00+00
1530,10573,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-07 11:07:00+00
1531,10573,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-07 12:08:00+00
1532,10574,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-08 10:08:00+00
1533,10574,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-08 11:09:00+00
1534,10575,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-09 10:10:00+00
1535,10575,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-09 11:11:00+00
1536,10575,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-09 12:12:00+00
1537,10576,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-10 10:12:00+00
1538,10576,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-10 11:13:00+00
1539,10576,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-10 12:14:00+00
1540,10577,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-11 10:14:00+00
1541,10577,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-11 11:15:00+00
1542,10578,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-12 10:16:00+00
1543,10578,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-12 11:17:00+00
1544,10578,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-12 12:18:00+00
1545,10579,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-13 10:18:00+00
1546,10579,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-13 11:19:00+00
1547,10579,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-13 12:20:00+00
1548,10580,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-14 10:20:00+00
1549,10580,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-14 11:21:00+00
1550,10581,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-15 10:22:00+00
1551,10581,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-15 11:23:00+00
1552,10581,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-15 12:24:00+00
1553,10582,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-16 10:24:00+00
1554,10582,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-16 11:25:00+00
1555,10582,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-16 12:26:00+00
1556,10583,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-17 10:26:00+00
1557,10583,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-17 11:27:00+00
1558,10584,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-18 10:28:00+00
1559,10584,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-18 11:29:00+00
1560,10584,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-18 12:30:00+00
1561,10585,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-19 10:30:00+00
1562,10585,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-19 11:31:00+00
1563,10585,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-19 12:32:00+00
1564,10586,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-20 10:32:00+00
1565,10586,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-20 11:33:00+00
1566,10587,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-21 10:34:00+00
1567,10587,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-21 11:35:00+00
1568,10587,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-21 12:36:00+00
1569,10588,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-01 10:36:00+00
1570,10588,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-01 11:37:00+00
1571,10588,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-01 12:38:00+00
1572,10589,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-02 10:38:00+00
1573,10589,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-02 11:39:00+00
1574,10590,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-03 10:40:00+00
1575,10590,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-03 11:41:00+00
1576,10590,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-03 12:42:00+00
1577,10591,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-04 10:42:00+00
1578,10591,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-04 11:43:00+00
